abr-67,0,0,0,0,0,0,0,0,0,5.043369743,220.8995948,1284.041937,3268.103594,4622.752707,5994.549277,7363.319825,9509.777988,10788.77655,13130.91746,12339.10841,10986.47665,8597.936738,5401.448995,2871.694732,1565.461968,1029.856102,2084.929052,3980.227401,4351.419414,1535.20175,323.7843375,27.23419661,1.008673949,0,0,0,0
may-67,0,0,0,0,0,0,0,0,0,0,93.73588904,628.9375781,3531.7264,6514.140332,9066.175505,11660.54301,14804.22299,14590.54548,13209.70497,10542.76774,9149.832266,7850.632686,5429.626175,3682.913318,1979.540711,863.7812571,439.4499744,715.6180776,1238.724813,792.2194493,281.2076671,41.3244242,7.055389498,0,0,0,0
jun-67,0,0,0,0,0,0,0,0,0,0,0,0,8.026167565,52.17008917,269.8798844,753.4564802,1377.491008,1532.998005,1347.39288,1108.614395,879.8686193,940.0648761,664.165366,747.4368545,414.3509005,241.7882979,73.23877903,45.14719255,40.13083783,29.09485742,15.04906418,3.009812837,0,0,0,0,0
jul-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ago-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sep-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.073864,350.2275494,1890.626656,2686.415902,1934.781419,1687.916155,2067.245707,1383.850403,586.0541228,164.5768427,66.23214401,54.18993601,11.03869067,0,0,0,0,0
oct-67,0,0,0,0,0,0,0,0,0,0,0,0,2.009802689,0,0,0,0,4.019605377,0,24.11763226,262.2792509,2898.135477,9058.180717,11957.3211,9287.298224,8247.225332,6835.338944,3823.649615,1513.381424,509.4849815,315.5390221,95.46562771,12.05881613,0,0,0,0
nov-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.018564097,8.037128194,66.3063076,1245.75487,6388.512273,11578.4878,11857.77801,11138.45504,9399.421423,5520.502428,1952.01751,513.3715634,180.8353844,49.22741019,6.027846145,0,0,0,0
dic-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0415752,37.1281902,423.4620612,1747.031868,3707.801697,6929.926527,13060.09177,15325.91483,10984.92698,4499.535266,1120.869958,250.86615,70.24252199,5.017322999,0,0,0,0
ene-68,0,0,0,0,0,0,0,0,6.024531707,11.0449748,210.8586097,1988.095463,7139.070072,13463.82428,14183.75581,11930.58096,7427.243506,4066.558902,2091.516591,1129.599695,520.117904,234.9567366,404.647713,2320.448796,7239.478934,14413.69211,12960.77588,8734.566886,3237.181704,755.0746406,175.7155081,26.10630406,1.004088618,0,0,0,0
